,custid,age,sex,marital,area,education,amt_nike,amt_hnm,amt_strbk,amt_dgt,amt_book,amt_htl,amt_prmmsneakers,cnt_pstyr,amt_pstyr,cnt_login,amt_nxtyr,cnt_nxtyr
3426,3427,28,F,single,INCN,university,23000,0,0,0,0,0,0,3,224272.0,26,303876,10
3427,3428,28,F,single,INCN,university,0,31200,14700,0,0,0,108100,4,207638.0,14,211941,10
3428,3429,29,F,single,INCN,university,0,0,22200,0,0,0,0,2,206415.0,18,367393,8
3429,3430,28,F,married,INCN,master,20300,0,12400,0,0,0,0,4,205417.0,27,147061,11
3430,3431,28,F,single,INCN,university,29800,0,22500,0,0,0,197400,4,206699.0,16,235853,10
3431,3432,28,F,single,INCN,university,43600,0,28600,0,0,0,0,4,235108.0,13,563786,11
3432,3433,29,F,divorced,INCN,university,0,0,20300,0,0,0,0,1,175022.0,22,299311,8
3433,3434,28,F,single,INCN,college,0,0,0,0,0,0,0,1,216980.0,21,385195,8
3434,3435,28,F,single,INCN,university,25800,0,26500,0,0,133500,0,4,217477.0,18,210742,11
3435,3436,29,F,single,INCN,university,23000,0,17200,0,0,0,0,4,186876.0,11,143230,11
3436,3437,29,F,single,INCN,university,20400,37200,17600,0,0,128700,0,3,181563.0,13,426412,12
3437,3438,28,F,single,INCN,college,0,0,27000,0,0,0,0,2,216780.0,11,367213,17
3438,3439,28,F,single,INCN,university,0,0,28700,0,0,0,0,2,185290.0,15,158412,8
3439,3440,29,F,single,INCN,university,23000,0,17500,0,0,0,0,2,228965.0,16,209228,10
3440,3441,29,F,single,INCN,university,37500,0,0,0,0,0,206900,2,213838.0,6,233767,7
3441,3442,29,F,married,INCN,master,23000,0,23100,0,0,0,0,3,191022.0,25,48409,2
3442,3443,29,F,single,INCN,university,0,0,26200,0,0,0,0,2,220982.0,16,162151,11
3443,3444,28,F,single,INCN,college,0,0,16100,0,0,0,0,2,189053.0,24,212926,18
3444,3445,29,F,single,INCN,college,23000,0,19500,0,0,145300,102600,3,215369.0,21,451160,10
3445,3446,29,F,single,INCN,college,23000,34500,16400,0,0,0,0,4,162684.0,20,192212,10
3446,3447,29,F,single,INCN,university,22300,0,27000,0,0,99600,67900,2,224865.0,12,424509,8
3447,3448,29,F,divorced,INCN,university,0,0,0,0,0,246500,0,1,235735.0,15,56836,5
3448,3449,28,F,single,INCN,university,0,0,20900,0,0,0,0,2,238892.0,19,316970,10
3449,3450,28,F,single,INCN,university,22200,0,16100,0,0,0,0,5,232442.0,13,182437,11
3450,3451,29,F,single,INCN,university,35900,0,42700,0,0,0,136000,3,234242.0,20,290026,8
3451,3452,28,F,single,INCN,university,20400,0,19300,0,0,0,0,3,188923.0,10,369804,14
3452,3453,29,F,single,INCN,university,0,0,37600,0,0,0,0,2,211247.0,17,282765,11
3453,3454,28,F,single,INCN,university,0,0,21500,0,0,0,0,3,178244.0,14,105799,6
3454,3455,29,F,single,INCN,university,26200,35900,0,0,0,110100,0,3,231740.0,17,175493,8
3455,3456,28,F,single,INCN,university,26300,0,41700,0,0,0,0,4,223226.0,20,328193,2
3456,3457,28,F,single,INCN,master,23000,0,0,0,0,0,0,3,166186.0,11,208990,10
3457,3458,28,F,single,INCN,university,0,0,0,0,0,0,0,2,229989.0,13,228668,4
3458,3459,28,F,single,INCN,university,0,0,29200,0,0,0,0,2,231341.0,15,451788,7
3459,3460,28,F,single,INCN,college,23000,0,20200,0,0,0,0,4,219724.0,23,112257,10
3460,3461,28,F,single,INCN,master,23000,0,16900,0,0,0,0,4,175296.0,6,229739,6
3461,3462,29,F,single,INCN,university,23000,0,0,0,0,0,0,1,181510.0,16,178994,5
3462,3463,28,F,single,INCN,university,0,0,16500,0,0,0,0,2,216159.0,19,353782,7
3463,3464,28,F,single,INCN,university,0,38500,22700,0,0,145400,0,4,186001.0,13,133488,11
3464,3465,28,F,single,INCN,university,23000,0,22600,0,0,0,120500,4,219804.0,19,317785,8
3465,3466,28,F,single,INCN,college,22100,0,43900,0,0,0,0,4,209390.0,20,483549,13
3466,3467,29,F,single,INCN,university,42700,0,38100,0,0,0,0,2,208939.0,27,288487,10
3467,3468,28,F,divorced,INCN,university,0,0,15100,0,0,0,0,2,178265.0,13,99076,5
3468,3469,29,F,single,INCN,university,0,0,0,0,0,0,0,1,205633.0,18,341059,5
3469,3470,29,F,single,INCN,university,23000,0,14200,0,0,0,0,3,196814.0,13,312697,10
3470,3471,29,F,single,INCN,university,23000,0,28500,0,0,0,0,4,225207.0,19,408866,10
3471,3472,28,F,single,INCN,university,25300,0,33000,0,0,0,70500,3,195985.0,11,360012,13
3472,3473,28,F,single,INCN,university,0,43400,27500,0,0,0,118300,3,201507.0,18,302282,7
3473,3474,28,F,single,INCN,university,0,0,30900,0,0,0,0,2,209145.0,15,571170,7
3474,3475,28,F,single,INCN,university,23000,0,15500,0,0,0,0,3,194716.0,17,427554,9
3475,3476,28,F,single,INCN,university,23000,0,0,0,0,0,0,3,197019.0,11,147705,10
3476,3477,28,F,single,INCN,university,23000,0,16400,0,0,0,134700,3,154292.0,15,10758,8
3477,3478,29,F,single,INCN,master,0,0,21600,0,0,0,0,3,162204.0,18,50733,10
3478,3479,28,F,single,INCN,university,0,0,16400,0,0,0,0,3,183610.0,23,400372,10
3479,3480,27,F,single,INCN,university,23000,0,19900,0,0,0,64200,3,163193.0,20,191391,7
3480,3481,29,F,single,INCN,university,42100,0,16100,0,0,0,0,3,224933.0,13,115098,4
3481,3482,28,F,single,INCN,master,20900,24700,32200,0,0,0,0,9,188232.0,17,157399,13
3482,3483,28,F,single,INCN,university,0,0,0,0,0,0,0,1,196999.0,18,207617,8
3483,3484,29,F,single,INCN,university,0,0,33300,0,0,0,134300,1,225069.0,11,422888,10
3484,3485,28,F,single,INCN,university,23000,0,15500,0,0,146600,146500,4,173400.0,16,332362,2
3485,3486,29,F,single,INCN,university,20300,0,21900,0,0,0,0,3,182457.0,18,270958,3
3486,3487,29,F,divorced,INCN,college,23000,0,28100,0,0,0,80500,3,189856.0,18,412389,10
3487,3488,28,F,single,INCN,university,0,0,15200,0,0,0,0,3,201674.0,13,295786,4
3488,3489,28,F,single,INCN,university,0,0,12500,0,0,0,0,2,199654.0,13,220992,6
3489,3490,28,F,single,INCN,university,46200,0,0,0,0,0,85700,3,252164.0,13,237268,13
3490,3491,28,F,divorced,INCN,university,24200,23600,26900,0,0,147400,0,5,208336.0,15,239103,13
3491,3492,28,F,single,INCN,university,34100,0,28100,0,0,0,0,5,214101.0,10,92481,11
3492,3493,28,F,married,INCN,master,0,0,15400,0,0,188500,63300,3,156396.0,17,110594,10
3493,3494,28,F,single,INCN,university,0,0,28100,0,0,0,0,2,190117.0,14,247253,10
3494,3495,28,F,single,INCN,university,41300,0,0,0,0,0,0,3,229665.0,16,185692,2
3495,3496,28,F,single,INCN,university,23000,0,12900,0,0,0,0,3,165433.0,15,197149,10
3496,3497,29,F,single,INCN,university,23000,0,0,0,0,0,0,2,173948.0,17,122629,7
3497,3498,28,F,single,INCN,university,0,0,37100,0,0,0,125800,2,222754.0,14,336092,8
3498,3499,28,F,single,INCN,university,0,0,23200,0,0,234300,0,4,227802.0,11,333619,10
3499,3500,29,F,single,INCN,university,23000,41000,15400,0,0,0,69500,4,205701.10720815536,21,54174,11
3500,3501,30,F,divorced,INCN,college,23000,0,16900,0,0,0,0,2,180847.0,11,289495,8
3501,3502,29,F,single,INCN,university,27000,0,0,0,0,0,0,1,173296.0,13,343595,11
3502,3503,29,F,single,INCN,university,0,0,40700,0,0,0,0,1,404053.0,19,761630,11
3503,3504,30,F,divorced,INCN,university,0,0,0,0,0,0,0,1,206522.0,17,267157,8
3504,3505,30,F,single,INCN,university,35200,0,28100,0,0,0,0,3,171453.0,12,56064,10
3505,3506,30,F,single,INCN,university,23000,0,30500,0,0,0,0,4,195077.0,11,505215,10
3506,3507,30,F,single,INCN,university,23000,0,10700,0,0,0,0,2,179366.0,15,68408,8
3507,3508,29,F,single,INCN,university,0,0,26700,0,0,0,0,1,181537.0,16,516388,10
3508,3509,29,F,single,INCN,university,0,16200,12500,0,0,0,149000,2,175798.0,14,315018,10
3509,3510,30,F,divorced,INCN,university,23000,0,16900,0,0,0,0,3,211932.0,23,330080,11
3510,3511,30,F,single,INCN,university,23000,0,0,0,0,0,0,2,175147.0,17,222881,4
3511,3512,29,F,single,INCN,university,23000,0,27300,0,0,0,79500,2,197043.0,12,422177,10
3512,3513,30,F,single,INCN,university,0,0,35900,0,0,0,0,2,216135.0,13,424344,2
3513,3514,29,F,single,INCN,university,0,0,23100,0,0,0,0,2,205642.0,3,227003,4
3514,3515,30,F,divorced,INCN,college,27900,0,19900,0,0,0,0,3,233959.0,15,120992,10
3515,3516,29,F,single,INCN,university,23000,0,33300,0,0,0,75800,3,215504.0,9,247916,19
3516,3517,28,F,single,INCN,university,23000,0,18600,0,0,0,0,2,167360.0,9,396691,10
3517,3518,29,F,single,INCN,university,0,27900,0,0,0,0,0,2,222059.0,16,425854,8
3518,3519,30,F,divorced,INCN,college,0,0,17600,0,0,0,0,2,173159.0,18,77313,8
3519,3520,30,F,single,INCN,college,21000,0,14300,0,0,0,0,4,209604.0,15,270368,10
3520,3521,29,F,single,INCN,university,23000,0,32900,0,0,0,0,2,189214.0,14,295811,8
3521,3522,29,F,single,INCN,university,23000,0,24400,0,0,0,74500,3,186506.0,15,378316,10
3522,3523,29,F,single,INCN,university,0,0,22400,0,0,0,0,1,201653.0,16,253216,9
3523,3524,29,F,single,INCN,university,0,0,21600,0,0,109600,0,1,199683.0,18,233572,10
3524,3525,29,F,single,INCN,university,32600,0,0,0,0,0,0,2,212308.0,14,296213,10
3525,3526,30,F,single,INCN,university,22300,0,18400,0,0,124800,0,3,196620.0,16,116669,8
3526,3527,30,F,single,INCN,university,35700,29100,21500,0,0,0,0,4,187002.0,9,106767,11
3527,3528,29,F,single,INCN,university,0,0,18600,0,0,133000,0,1,179364.0,15,342108,19
3528,3529,29,F,single,INCN,university,0,0,22000,0,0,0,0,2,156254.0,13,47490,10
3529,3530,30,F,single,INCN,university,23000,0,28300,0,0,0,0,3,197412.0,12,203828,10
3530,3531,30,F,married,INCN,master,34400,0,27000,0,0,0,0,3,380779.0,10,470978,3
3531,3532,30,F,single,INCN,university,28000,0,0,0,0,0,0,1,227399.0,14,256233,11
3532,3533,30,F,single,INCN,university,0,0,31500,0,0,0,0,1,192521.0,9,562098,17
3533,3534,30,F,single,INCN,university,0,0,30400,0,0,0,0,3,187004.0,14,466530,11
3534,3535,29,F,divorced,INCN,university,36300,0,29000,0,0,0,0,3,213829.0,15,327670,17
3535,3536,30,F,single,INCN,university,23000,28700,16500,0,0,0,0,4,167207.0,9,229657,11
3536,3537,29,F,single,INCN,college,43100,0,43700,0,0,0,0,2,439669.0,16,642804,4
3537,3538,30,F,single,INCN,university,0,0,17500,0,0,0,0,2,175930.0,12,278886,13
3538,3539,30,F,single,INCN,university,0,0,0,0,0,0,0,1,198242.0,18,325918,7
3539,3540,30,F,single,INCN,university,21500,0,24500,0,0,136400,0,3,220088.0,13,175584,2
3540,3541,30,F,single,INCN,university,23100,0,29100,0,0,0,0,4,240002.96223662526,18,487932,4
3541,3542,29,F,single,INCN,university,23000,0,26100,0,0,0,0,2,196962.0,16,299514,10
3542,3543,30,F,divorced,INCN,university,0,0,21200,0,0,0,65000,2,188765.0,11,200825,11
3543,3544,29,F,single,INCN,university,0,0,15500,0,0,0,0,2,188656.0,18,254057,8
3544,3545,30,F,single,INCN,master,25600,45800,39100,0,0,0,177500,4,206987.0,26,133260,10
3545,3546,30,F,married,INCN,phd,24000,0,0,0,0,0,0,2,223307.0,22,349922,13
3546,3547,30,F,single,INCN,university,23000,0,33300,0,0,0,0,3,185069.0,19,111546,8
3547,3548,29,F,single,INCN,university,0,0,21300,0,0,0,0,2,211789.0,20,257343,10
3548,3549,29,F,single,INCN,university,0,0,33800,0,0,0,0,1,254821.0,10,437001,4
3549,3550,30,F,single,INCN,university,35100,0,0,0,0,0,0,2,209156.0,12,330783,5
3550,3551,30,F,single,INCN,university,23000,0,17500,0,0,0,0,3,180448.0,19,119359,10
3551,3552,30,F,single,INCN,university,36500,0,19400,0,0,0,0,2,222134.0,24,28260,10
3552,3553,29,F,divorced,INCN,college,0,0,0,0,0,0,0,1,218760.0,9,327464,5
3553,3554,30,F,divorced,INCN,university,0,35300,15400,0,0,0,0,3,196020.0,12,171779,8
3554,3555,30,F,single,INCN,university,23000,0,15400,0,0,0,0,4,177579.0,11,451377,10
3555,3556,30,F,single,INCN,college,33600,0,0,0,0,134600,116500,2,207124.0,17,343330,8
3556,3557,30,F,married,INCN,master,23000,0,20800,0,0,0,0,3,157804.0,19,301293,11
3557,3558,29,F,single,INCN,college,0,0,12100,0,0,0,66800,2,174510.0,19,288916,7
3558,3559,30,F,single,INCN,university,0,0,14800,0,0,0,0,1,196265.0,14,267459,7
3559,3560,29,F,single,INCN,university,26200,0,0,0,0,0,0,2,228090.0,20,277723,13
3560,3561,29,F,single,INCN,college,20900,0,24200,0,0,0,0,3,196469.0,11,295968,10
3561,3562,31,F,single,INCN,college,23000,0,17400,0,0,0,0,4,175829.0,18,50596,11
3562,3563,30,F,divorced,INCN,university,0,27300,37100,0,0,0,0,3,194470.0,24,154938,10
3563,3564,29,F,single,INCN,university,0,0,22700,0,0,0,0,2,191361.0,10,304508,10
3564,3565,30,F,divorced,INCN,university,38200,0,22300,0,0,0,131200,3,193402.07119956837,11,343750,4
3565,3566,31,F,single,INCN,university,37900,0,15500,0,0,0,76600,3,215362.0,13,459003,9
3566,3567,29,F,single,INCN,university,41100,0,0,0,0,182400,0,1,206080.0,5,341425,8
3567,3568,29,F,single,INCN,university,0,0,10800,0,0,0,0,1,197003.0,6,82267,14
3568,3569,29,F,single,INCN,phd,0,0,24400,0,0,0,0,2,218809.0,11,298516,12
3569,3570,29,F,single,INCN,master,25300,0,19000,0,0,0,0,3,198831.0,22,326927,2
3570,3571,30,F,single,INCN,college,23000,0,35500,0,0,0,89700,3,194623.0,10,371851,10
3571,3572,30,F,single,INCN,university,20000,38700,12500,0,0,96800,0,3,226774.0,13,368030,11
3572,3573,30,F,single,INCN,university,0,0,27300,0,29000,0,0,2,230580.0,10,404282,5
3573,3574,29,F,single,INCN,university,0,0,0,0,0,0,0,1,196565.0,12,142732,10
3574,3575,30,F,single,INCN,university,23000,0,23900,0,0,0,77900,3,162764.0,13,402425,10
3575,3576,29,F,single,INCN,university,21400,0,25400,0,30000,0,0,4,233230.0,14,72391,10
3576,3577,29,F,single,INCN,university,25900,0,12500,0,0,0,0,2,171008.0,24,361118,8
3577,3578,30,F,single,INCN,university,0,0,26300,0,0,0,101900,2,187841.0,18,58923,13
3578,3579,29,F,single,INCN,college,0,0,0,0,0,0,0,1,214759.0,11,211167,5
3579,3580,29,F,single,INCN,university,23000,0,11800,0,0,0,0,3,200963.0,20,278501,2
3580,3581,29,F,single,INCN,university,33600,34300,0,0,0,0,98700,3,208302.06207366532,18,265215,3
3581,3582,29,F,single,INCN,university,22500,0,27500,0,0,0,74200,3,186529.0,18,321063,13
3582,3583,29,F,single,INCN,university,0,0,26300,0,0,0,0,2,178378.0,13,372930,5
3583,3584,29,F,single,INCN,college,0,0,26800,0,0,0,0,1,205955.0,16,277873,5
3584,3585,30,F,single,INCN,university,23000,0,17200,0,0,0,0,2,212801.0,11,299806,10
3585,3586,29,F,single,INCN,university,23000,0,15800,0,0,124500,0,3,194787.0,18,269442,11
3586,3587,30,F,single,INCN,university,39900,0,14500,0,0,0,0,3,201908.0,16,188124,8
3587,3588,30,F,single,INCN,university,0,0,0,0,0,0,0,1,237267.0,17,192747,2
3588,3589,29,F,single,INCN,university,0,0,28800,0,0,119900,0,2,232124.0,17,272847,11
3589,3590,29,F,married,INCN,university,23000,24500,31300,0,0,0,0,4,195067.0,19,373956,5
3590,3591,31,F,single,INCN,master,23000,0,15800,0,0,0,0,3,198039.0,19,347283,10
3591,3592,28,F,single,INCN,university,37800,0,16500,0,0,0,0,4,181833.0,12,51684,11
3592,3593,30,F,single,INCN,university,0,0,18400,0,0,0,94200,2,197962.0,9,191927,3
3593,3594,30,F,single,INCN,master,0,0,26000,0,0,0,0,1,210798.0,13,426463,11
3594,3595,30,F,single,INCN,master,23000,0,0,0,0,0,0,2,161661.0,14,254938,8
3595,3596,29,F,single,INCN,master,23000,0,22300,0,0,0,0,3,210044.0,21,382692,14
3596,3597,30,F,divorced,INCN,university,41100,0,17600,0,0,172400,0,4,176003.3249954626,12,109009,12
3597,3598,30,F,single,INCN,university,0,0,20000,0,0,0,0,2,192240.0,23,300499,10
3598,3599,29,F,single,INCN,university,0,25700,21200,0,0,0,0,3,207112.0,11,219850,9
3599,3600,29,F,divorced,INCN,university,34200,0,0,0,0,0,0,2,217947.0,14,361048,10
3600,3601,32,F,married,INCN,phd,27800,0,37300,0,0,0,0,3,257235.0,20,249285,10
3601,3602,32,F,single,INCN,university,22300,0,0,0,0,113600,0,1,238364.0,19,435869,8
3602,3603,32,F,divorced,INCN,university,0,0,23100,0,0,101300,0,1,249449.0,19,404523,13
3603,3604,32,F,single,INCN,college,0,0,13800,0,0,0,0,2,255476.0,18,157369,8
3604,3605,31,F,single,INCN,phd,27500,0,30100,0,0,0,0,2,224725.0,13,393504,10
3605,3606,31,F,single,INCN,university,26600,0,20700,0,0,0,0,3,223777.0,17,297092,13
3606,3607,33,F,divorced,INCN,phd,36900,0,29000,0,0,204700,0,2,226295.0,23,306631,7
3607,3608,32,F,single,INCN,college,0,25600,37000,0,0,0,0,3,242645.0,8,174458,10
3608,3609,31,F,single,INCN,university,0,0,0,0,0,0,0,1,200074.0,23,257039,14
3609,3610,31,F,single,INCN,university,28800,0,26600,0,0,0,0,3,258841.0,15,494791,16
3610,3611,32,F,single,INCN,university,20300,0,20800,0,0,0,91200,4,249138.0,12,327165,3
3611,3612,32,F,single,INCN,college,23000,0,18800,0,0,0,0,2,210638.0,17,229164,10
3612,3613,31,F,single,INCN,university,0,0,12500,0,0,184500,0,2,226334.0,19,300169,10
3613,3614,32,F,single,INCN,master,0,0,23800,0,0,0,84600,2,257613.0,18,375601,13
3614,3615,31,F,single,INCN,university,20100,0,22700,0,0,0,0,2,228594.0,17,337931,10
3615,3616,33,F,single,INCN,phd,39100,0,0,0,0,0,0,2,268728.0,11,352011,7
3616,3617,32,F,single,INCN,master,23000,20900,28800,0,0,0,80300,4,253677.0,15,215488,4
3617,3618,32,F,single,INCN,master,0,0,34000,0,0,0,0,2,266564.0,15,676868,3
3618,3619,31,F,single,INCN,university,0,0,22900,0,0,0,77400,2,239364.0,15,450309,10
3619,3620,31,F,divorced,INCN,college,20600,0,31500,0,0,0,0,2,244741.0,16,277485,10
3620,3621,31,F,single,INCN,university,31900,0,12500,0,0,0,0,3,243416.0,22,344570,8
3621,3622,31,F,single,INCN,university,26800,0,31900,0,0,0,0,2,246796.0,11,329964,8
3622,3623,32,F,single,INCN,university,0,0,0,0,0,0,75600,1,231999.0,12,124235,7
3623,3624,33,F,single,INCN,phd,0,0,16400,0,0,0,69600,1,212984.0,9,375115,15
3624,3625,31,F,single,INCN,university,26300,0,35400,0,0,0,91600,4,239005.0,10,221525,11
3625,3626,31,F,divorced,INCN,college,26700,40100,17900,0,0,0,0,4,254892.0,21,470156,10
3626,3627,31,F,single,INCN,university,23000,0,30400,0,0,138800,100800,3,209965.0,11,586028,10
3627,3628,32,F,single,INCN,university,0,0,12500,0,0,0,0,1,234208.0,13,165328,11
3628,3629,33,F,single,INCN,college,0,0,18400,0,0,0,0,1,211515.0,19,442688,8
3629,3630,31,F,single,INCN,university,23100,0,0,0,0,0,0,2,229923.0,13,405400,3
3630,3631,31,F,single,INCN,university,23000,0,15900,0,0,0,71400,2,211655.0,15,291296,7
3631,3632,31,F,single,INCN,university,23000,0,12500,0,0,0,0,4,217939.0,16,308566,11
3632,3633,31,F,single,INCN,university,0,0,20400,0,0,0,0,1,227499.0,16,403344,30
3633,3634,31,F,single,INCN,university,0,0,15000,0,0,0,0,1,225218.0,17,331161,8
3634,3635,32,F,single,INCN,university,23000,35100,24200,0,0,0,0,4,249836.0,11,293098,13
3635,3636,31,F,single,INCN,university,21500,0,15500,0,0,0,0,3,182908.0,16,292345,10
3636,3637,31,F,single,INCN,master,25900,0,4400,0,0,133000,0,3,249621.0,14,400673,10
3637,3638,32,F,single,INCN,university,0,0,14700,0,0,0,123000,2,217312.0,18,410310,4
3638,3639,33,F,single,INCN,college,0,0,18800,0,0,0,0,2,235053.0,3,254835,23
3639,3640,32,F,single,INCN,master,23000,0,21000,0,0,0,64700,3,203851.0,22,270203,11
3640,3641,32,F,single,INCN,university,46800,0,30100,0,0,194000,0,3,258065.0,18,225833,11
3641,3642,32,F,single,INCN,university,46600,0,18300,0,0,0,0,2,258939.0,2,482910,5
3642,3643,31,F,single,INCN,college,0,0,12500,0,0,0,0,2,216407.0,13,429242,7
3643,3644,31,F,divorced,INCN,university,0,34100,0,0,0,0,0,1,225962.0,15,162074,15
3644,3645,31,F,single,INCN,university,22400,0,25500,0,0,0,64400,3,241899.0,17,305773,10
3645,3646,32,F,single,INCN,master,30000,0,45800,0,0,0,0,4,280676.0,21,570978,13
3646,3647,32,F,divorced,INCN,university,22700,0,21700,0,0,0,104700,3,260385.0,11,250905,8
3647,3648,31,F,single,INCN,university,0,0,41100,0,0,117000,0,2,241273.0,17,273699,10
3648,3649,31,F,single,INCN,university,0,0,31100,0,0,0,0,2,242287.0,11,474064,10
3649,3650,33,F,single,INCN,phd,23000,0,20400,0,0,0,0,3,199156.0,11,0,0
3650,3651,31,F,single,INCN,university,30100,0,0,0,0,0,63800,2,252020.0,10,27929,5
3651,3652,31,F,divorced,INCN,college,31500,0,12500,0,0,0,0,2,201415.0,15,446414,4
3652,3653,31,F,single,INCN,university,0,33900,18300,0,0,0,0,3,218535.0,24,424081,10
3653,3654,31,F,divorced,INCN,university,0,0,0,0,0,0,0,1,203302.0,9,388039,8
3654,3655,33,F,single,INCN,phd,25200,0,48400,0,0,0,0,3,264963.0,13,571077,7
3655,3656,32,F,divorced,INCN,college,23000,0,34400,0,0,0,0,3,274959.0,9,170423,13
3656,3657,31,F,divorced,INCN,university,23000,0,19800,0,0,147000,0,2,204657.0,19,219705,10
3657,3658,31,F,single,INCN,university,0,0,0,0,0,0,0,1,223548.0,10,149958,16
3658,3659,31,F,single,INCN,college,0,0,29000,0,0,145600,0,1,231835.0,15,481593,13
3659,3660,32,F,single,INCN,university,25100,0,17500,0,0,0,73100,4,261867.0,23,409222,4
3660,3661,31,F,single,INCN,university,23400,0,25200,0,0,102000,107300,3,243048.0,13,447392,8
3661,3662,31,F,single,INCN,university,38800,21000,35400,0,0,116200,0,4,226830.0,20,494668,16
3662,3663,31,F,divorced,INCN,university,0,0,38000,0,0,0,0,2,208489.0,13,317005,2
3663,3664,32,F,divorced,INCN,university,0,0,32900,0,0,0,76800,1,234957.0,10,139438,8
3664,3665,30,F,single,INCN,college,24000,0,0,0,0,0,0,2,246063.0,14,196696,11
3665,3666,32,F,married,INCN,university,23000,0,24700,0,0,0,89600,2,238142.0,13,327673,10
3666,3667,31,F,single,INCN,university,20300,0,27200,0,0,0,0,4,210779.0,21,368641,13
3667,3668,33,F,single,INCN,university,0,0,30500,0,0,144200,0,2,239813.0,19,308658,8
3668,3669,33,F,single,INCN,phd,0,0,29800,0,0,97100,0,2,222205.0,19,376041,10
3669,3670,31,F,single,INCN,university,40900,0,16600,0,0,0,76000,3,210201.0,9,347610,8
3670,3671,32,F,single,INCN,university,25700,26200,38300,0,0,0,0,4,241813.0,22,546011,11
3671,3672,32,F,divorced,INCN,university,31700,0,0,0,0,0,0,2,210246.0,9,84941,10
3672,3673,32,F,divorced,INCN,university,0,0,23200,0,0,0,0,1,231762.0,12,339943,13
3673,3674,32,F,single,INCN,university,0,0,19400,0,0,0,70800,3,233609.0,10,111025,11
3674,3675,33,F,single,INCN,college,30900,0,0,0,0,0,0,2,207897.0,17,10905,6
3675,3676,33,F,married,INCN,phd,24100,0,28200,0,0,0,0,3,237977.0,17,415510,11
3676,3677,32,F,divorced,INCN,university,39500,0,20900,0,0,0,0,3,249925.0,19,423268,11
3677,3678,31,F,single,INCN,university,0,0,30800,0,0,0,0,1,250894.0,9,169807,7
3678,3679,31,F,single,INCN,university,0,0,0,0,0,0,0,1,243672.0,17,424256,7
3679,3680,30,F,single,INCN,university,22600,24100,19700,0,0,0,0,4,250426.0,16,416568,10
3680,3681,32,F,single,INCN,university,23000,0,19800,0,0,0,0,3,233797.0,12,283108,4
3681,3682,31,F,single,INCN,university,30700,0,46100,0,0,0,0,3,249074.0,7,618328,8
3682,3683,31,F,single,INCN,university,0,0,12500,0,0,0,0,2,235983.0,6,263946,10
3683,3684,32,F,single,INCN,university,0,0,17000,0,0,0,96000,2,225159.0,17,260173,10
3684,3685,31,F,divorced,INCN,university,23000,0,16900,0,0,0,0,2,201953.0,19,307450,7
3685,3686,32,F,divorced,INCN,university,23000,0,0,0,0,0,0,1,205003.0,9,99017,8
3686,3687,32,F,divorced,INCN,college,38800,0,12800,0,0,0,154900,2,205004.0,14,206023,8
3687,3688,31,F,divorced,INCN,college,0,0,12800,0,0,106200,0,3,210818.0,12,373006,10
3688,3689,32,F,divorced,INCN,university,0,43600,30200,0,0,408300,0,3,259901.0,14,344507,10
3689,3690,32,F,single,INCN,university,24000,0,28300,0,0,0,0,3,225476.0,5,368160,11
3690,3691,30,F,single,INCN,university,39600,0,33600,0,0,0,0,3,235429.0,19,378084,10
3691,3692,32,F,divorced,INCN,university,23000,0,30100,0,0,0,0,2,230389.0,11,211336,2
3692,3693,32,F,divorced,INCN,university,0,0,0,0,0,0,0,1,222282.0,16,424913,8
3693,3694,31,F,single,INCN,university,0,0,20100,0,0,0,0,2,225598.0,17,162676,3
3694,3695,31,F,single,INCN,university,22600,0,28700,0,0,0,0,3,256808.0,21,227117,7
3695,3696,32,F,single,INCN,university,23000,0,25400,0,29000,0,94300,3,252266.0,16,425629,13
3696,3697,31,F,single,INCN,university,27900,0,36100,0,0,0,132300,3,268622.0,12,303028,10
3697,3698,32,F,single,INCN,university,0,39200,28100,0,0,0,85200,2,245986.0,17,427534,11
3698,3699,32,F,single,INCN,university,0,0,20900,0,0,0,74400,1,233272.0,18,197307,10
3699,3700,32,F,divorced,INCN,university,23000,0,0,0,0,0,98500,2,224286.0,15,354384,10
3700,3701,32,F,single,INCN,university,42800,0,0,0,27000,147000,0,2,221767.0,16,146118,10
3701,3702,31,F,single,INCN,university,23200,0,13700,0,0,0,0,3,237054.0,14,62923,11
3702,3703,32,F,single,INCN,university,0,0,25800,0,0,0,0,1,240814.0,14,311646,5
3703,3704,32,F,single,INCN,university,0,0,12400,0,0,0,82200,2,238855.0,14,362232,13
3704,3705,32,F,divorced,INCN,university,21700,0,21400,0,0,157000,0,3,244645.0,13,393840,8
3705,3706,33,F,divorced,INCN,university,23000,0,13000,0,0,0,0,2,203044.0,13,32753,8
3706,3707,32,F,single,INCN,university,44800,41000,0,0,0,0,136000,3,242692.0,14,285858,11
3707,3708,32,F,single,INCN,university,0,0,22700,0,0,0,86700,2,205051.0,16,286040,9
3708,3709,32,F,divorced,INCN,college,0,0,12500,0,0,0,0,2,251809.0,19,168119,10
3709,3710,31,F,single,INCN,college,28500,0,29000,0,0,0,0,3,272620.0,17,427468,4
3710,3711,30,F,married,INCN,university,23000,0,22200,0,0,105900,0,2,257895.0,24,355429,8
3711,3712,31,F,single,INCN,master,23000,0,11700,0,0,0,0,3,215711.0,8,351653,11
3712,3713,32,F,single,INCN,university,0,0,29100,0,0,0,118700,2,277388.0,16,348775,2
