,news_title
750,"김광현, 메이저리그 선발 데뷔전에서 3⅔이닝 1실점 호투"
751,"팬그래프 ""논텐더 방출, 올해는 더 늘어날 것"""
752,"'성폭행 고소당한' 푸이그, 2021년 준비 중"
753,"바우어, 2020 NL 사이영상 수상..디그롬 3연패 저지"
754,"'1위표 싹쓸이' SEA 루이스, 만장일치 AL 신인왕 등극..윌리엄스 ..."
755,"[KS] '4안타 펄펄' 나성범 ""美 ESPN 중계? 몰랐지만 잘해서 기분 ..."
756,프로야구 LG 새 감독 후보 5명 면접 종료..최고위층 결정만 남아(...
757,"LA 다저스, 2020 메이저리그 PS 가장 먼저 확정"
758,"[단독]'불닭, 니가 왜 거기서 나와?' 삼양식품이 메이저리그에 간..."
759,"김광현, '신인왕 투표서 0표' 비공식 ERA 1위임에도 왜?[스한 이..."
760,다시 머니게임? 다음 오프시즌 FA시장 달굴 선수들[슬로우볼]
761,"""전통 잇고싶다"" 내셔널스, 바이든 대통령 개막전 시구 초청"
762,"한국계 투수 데인 더닝, 메이저리그 데뷔..4⅓이닝 3실점 선전"
763,"로비 레이, 내년에도 류현진과 한 팀..1년 800만$에 토론토와 계약"
764,"'사이영상 발표 D-1' 다르빗슈, 亞 출신 최초 수상할까?"
765,"""고마워, 영광이야"" 실수로 MVP 득표한 투수의 쿨한 반응"
766,김광현의 메이저리그 선발 등판 무기 연기
767,[스포츠박사 기자의 스포츠용어 산책 197] 피츠버그 파이리츠(Pir...
768,"기다렸던 공룡, 문 열자 날았다"
770,"'플레잉 코치' 루니, 더비카운티 임시 감독직 맡는다"
771,"터너발? LA 다저스, 코로나19 확진자 급증..사무국 ""징계 없음"""
772,"'CY 2위' 다르빗슈 ""분하지 않아, 디그롬보다 높은 순위여서 기뻐"""
773,일본의 도전도 실패..다르빗슈·마에다 양대리그 사이영상 2위 만족
774,"""탬파베이 키어마이어·스넬, 트레이드 가능성 있다"""
775,"[KS] '천적관계 청산' NC 나성범의 자신감 ""내일도 이길 수 있을 것"""
776,"류현진, 양현종·김하성 ML 도전 낙관 ""단, 자신감을 가져라"""
777,"류현진, 아메리칸리그 사이영상 투표 3위"
778,"'오늘 출국' 키움 러셀 ""내 형제, 김하성의 빅리그 도전이 기대돼!"""
779,"MLB 복귀한 코라 감독 ""사인 훔치기, 자랑스럽지 않은 기억"""
780,"하라 감독, 외조카 스가노의 MLB 진출을 허락할까?"
781,"김광현, 메이저리그 선발 데뷔전에서 3⅔이닝 1실점(종합2보)"
782,"'MLB 진출할까'..ESPN, 한국 PS에서 김하성·로하스 등 5명 주목"
783,'AV 코치' 테리..'루니 임시 체제' 더비 감독 유력 후보로 거론
784,"""ESPN, 한국시리즈 중계 월드시리즈 급으로 준비"""
785,"한국타이어, 美 메이저리그 '와일드카드' 시리즈 공식 후원"
786,"'토론토와 1년 더' 레이, 800만 달러에 계약"
787,"현지 매체 ""김하성, SEA과 어울려..공·수·주 모두 뛰어나"""
788,"MLB 토론토, 전력 강화 신호탄..레이와 1년 800만달러 계약"
789,"커트 실링, 9번째 MLB 명예의 전당 후보 선정"
790,"최고의 활약 펼친 스트레일리 향한 롯데..""ML 시장까지 다 둘러보..."
791,"MLB 복귀 코라 감독 ""사인 훔치기, 자랑스럽지 않은 기억"""
792,탬파베이 파격적 '혁신'은 어디까지
793,"A매치 주간 곳곳 '확진, 또 확진'..""완벽하게 안전하다며?"" 비난"
794,82년생 황금세대 은퇴 러쉬..'ML파+짐승' 최후의 보루 [MD이슈]
795,"""정규시즌과는 달라야죠""..나성범, 알칸타라에 3타수 3안타"
796,[이현우의 MLB+] 올겨울 화끈한 전력보강 신호탄 쏜 토론토
797,"키움, 김병곤 박사 단장 특별보좌로 선임..트레이닝 시스템 구축"
798,"게릿 콜과 싸웠던 바우어, 양키스행 OK ""악감정 없어"""
799,"MLB.com의 황당 전망 ""2021시즌 AL, 동부 토론토-서부 시애틀 우..."
